id,price_square_meter,timestamp,since_days_value,is_loft,m2,final_price,crm,amenities,bathrooms,cellars,parking_lots,num_bedrooms,main_has_roof,main_has_tecmty,main_has_new,desc_has_roof,desc_has_luxury,desc_has_secure,desc_has_centric,desc_has_elevator,desc_has_gym,sentiment_main_text,sentiment_description,emotion_main_text,emotion_descr,CVEGEO,grado_de_rezago_social,p_18a24_ratio,pnacent_ratio,pnacoe_ratio,pres2015_ratio,presoe15_ratio,p18a24a_ratio,pea_ratio,pocupada_ratio,pafil_ipriv_ratio,p12ym_solt_ratio,p12ym_casa_ratio,tothog_ratio,pobhog_ratio,vivtot_ratio,tvivhab_ratio,tvivpar_ratio,vivpar_hab_ratio,vph_sincint_ratio,vph_autom_ratio,pobtot,prom_hnv,graproes,prom_ocup,main_text_minned,description_minned,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,main_name,link
1,70866.14173228346,2022-03-29,5,0,127,9000000,other,3,2,0,2,2,0,0,0,1,0,1,0,0,0,0,0,no_emotion,positive,0901500010998,Muy bajo,0.07679324894514768,0.5831223628691983,0.31772151898734174,0.779746835443038,0.10886075949367088,0.03164556962025317,0.7291139240506329,0.7223628691983123,0.24219409282700421,0.4139240506329114,0.37426160337552744,0.45907172995780593,0.9995780590717299,0.6147679324894515,0.7467398764584763,0.939601921757035,0.6863417982155113,0.07069320521619767,0.3822923816060398,2370,1.02,14.01,2.18,departamento roma norte,garden house habitaciones dos banos completos habitacion principal cuenta walking closet bano completo cuenta dos jardines casa extremo departamento terraza roofgarden compartido vigilancia cctv estacionamientos independientes mejores desarrollos zonas rentables ciudad investe mx,09,015,0001,0998,Departamento - Roma Norte,https://departamento.metroscubicos.com/MLM-1396247803-departamento-roma-norte-_JM#position=1&search_layout=grid&type=item&tracking_id=39973bb9-1060-4348-814d-0040938a3e5b
2,78962.96296296296,2022-03-29,7,0,54,4264000,other,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,no_emotion,positive,0901500011002,Muy bajo,0.07441688263606072,0.7201036653091447,0.19881525360977415,0.8596815994076268,0.0670122176971492,0.039244724176231024,0.7378748611625324,0.7278785634950018,0.30211032950758976,0.45390596075527584,0.36319881525360975,0.45020362828582006,0.9700111069974083,0.5475749722325065,0.8262339418526031,0.9290060851926978,0.7552400270453009,0.036511156186612576,0.4969574036511156,2701,0.87,15.01,2.15,preventa exclusiva terraloza roma norte ,mezcla perfecta vidap departamento niveles disenados elevar calidad vida habitantes diseno vanguardista excelente distribucion altura tres metros amplios espacios ventailados iluminados mejores acabados materiales robustos construccion concreto acero daran increible sensacion calidad seguridad estructural departamento exterioresa mb mc md ma snivel roofgarden publico vista panoramica grill huerto comedores sky lounge firepit planta baja concierge coffee shop business centersotano estacionamiento bicicletas bodegas laundry roomu nla colonia roma norte populares ciudad mexico buena conectividad vial seguridad variedad servicios mezcla vida cotidiana turismo calles establecimientos dedicados gastronomia moda consumo sustentable vivir alguna duda puede ofrecerte beneficios roma fundacion zona visitada artistas personajes vivir sinonimo estilo calles estan inspiradas canones urbanisticos franceses asi posibilidad vivir rodeado arquitectura europea ejemplo fuente cibeles replica original madrid dmetrobus sistema transporte basado autobuses capacidad tecnologia punta brinda movilidad urbana manera rapida segura medio integracion infraestructura preferente operaciones rapidas frecuentes sistema pago automatizado excelencia calidad servicio metro metro sistema transporte coloniaectivo conecta ciudad mediante trenes subterraneos superficiales organizados lineas estaciones diferentes rutas ecobici sistema bicicletas publicas ciudad mexico adoptado habitantes turistas debido modo transporte mejor opcion recorrer distancias cortas medianas hoy cuenta sistema bicicletas electricas pedaleo asistido permite usuarios recorrer distancias largas menor esfuerzo estacion cercana terraloza menos metros ciclovia linea insurgentes inaugurada junio pandemia covid objetivo pasajeros ciudad mexico alternativa movilidad evitar saturacion transporte publico red ciclovias tan amplia conecta sitios colonias mayor importancia ciudad sistema aislamiento sismico baseel aislamiento sismico basal limita transferencia energia suelo estructura caso terremoto vibraciones pequenas principio sistema aislamiento sismico desacoplar estructura movimientos terreno provocados terremotos pudieran provocar danos estructura soportante consigue mediante uso serie dispositivos antisismicos llamados aisladores coloniaocados manera estrategica cimentacion cualquier parte estructura permitiendo actuen manera adecuada terremoto aisladores sismicos proporcionan suficiente flexibilidad estructura garantizar periodo natural difiera periodo natural terremoto mayor medida posible evita aparicion fenomeno resonancia podria provocar danos severos inclusive coloniaapso estructura duda roma norte sera referencia arquitectura nivel internacional proyecto mayor identidad plusvalia zona ,09,015,0001,1002,Preventa Exclusiva · Terraloza Roma Norte ·,https://departamento.metroscubicos.com/MLM-1394878121-preventa-exclusiva-terraloza-roma-norte--_JM#position=2&search_layout=grid&type=item&tracking_id=39973bb9-1060-4348-814d-0040938a3e5b
3,49653.37423312884,2022-03-29,4,0,163,8093500,other,0,3,2,2,3,0,0,0,1,0,0,1,0,0,0,0,no_emotion,positive,0901500011360,Muy bajo,0.08314606741573034,0.6915730337078652,0.2151685393258427,0.8825842696629214,0.029213483146067417,0.03202247191011236,0.6926966292134832,0.6786516853932584,0.19382022471910113,0.449438202247191,0.3657303370786517,0.43258426966292135,1,0.4910112359550562,0.8810068649885584,0.9359267734553776,0.816933638443936,0.041189931350114416,0.5034324942791762,1780,1.03,14.38,2.31,townhouse unico roma sur,concepto unico roma sur desarrollo townhouses niveles roofgarden privado increible ubicacion tipo servicios menos minutos caminando restaurantes parques supermercados etc ademas toda vida colonia roma acabados ultima generacion concreto aparente marmol madera planta baja cuenta amplia estancia terraza pequeno balcon cocina medio bano visitas primer nivel estan dos recamaras closet cada comparten bano completo area lavado segundo nivel encuentra recamara principal amplio bano estudio ultimo piso arriba roofgarden privado departamento cuenta dos bodegas dos estacionamientos elevaaut,09,015,0001,1360,Townhouse Único En La Roma Sur,https://departamento.metroscubicos.com/MLM-1396878867-townhouse-unico-en-la-roma-sur-_JM#position=3&search_layout=grid&type=item&tracking_id=39973bb9-1060-4348-814d-0040938a3e5b
4,43010.75268817204,2022-03-29,150,1,93,4000000,houm,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,no_emotion,trust,0901500011464,Muy bajo,0.07621247113163972,0.697129660178159,0.2345760475090729,0.8528538436159683,0.06994391290003299,0.04387990762124711,0.6733751237215441,0.652919828439459,0.15671395579016825,0.4074562850544375,0.39788848564830087,0.42923127680633455,0.9940613658858463,0.4675024744308809,0.9188426252646437,0.8094565984474241,0.7282992237120678,0.04798870853916726,0.5123500352858151,3031,1.01,14.54,2.32,departamento roma sur cuauhtemoc recamaras ,ven hm houm hacemos facil seguro beneficios comprar ayudamos conseguir financiamiento traves asesoria personalizada mediacion seguimiento proceso solo preocupas firmasdepartamento venta ubicado colonia cerca avenidas principales viaducto miguel aleman monterrey avenida baja california tambien encontrara minutos estacion metro centro medico correspondiente linea metro cuenta superficie total principales caracteristicas inmueble recamaras banos completos escaleras ubicado primer nivel cocina integral comedor conexion lavadora portero closetscomienza nueva etapa houm facil rapido contigo ven hm ,09,015,0001,1464,"Departamento En Roma Sur, Cuauhtémoc Con 2 Recámaras, 93 M², Id: 40395",https://departamento.metroscubicos.com/MLM-1323165152-departamento-en-roma-sur-cuauhtemoc-con-2-recamaras-93-m-id-40395-_JM#position=4&search_layout=grid&type=item&tracking_id=39973bb9-1060-4348-814d-0040938a3e5b
5,65366.01941747573,2022-03-29,52,0,103,6732700,other,4,2,0,1,2,0,0,0,1,1,1,1,1,0,0,0,no_emotion,positive,0901500011017,Muy bajo,0.08483913618334069,0.6921551344204495,0.24085500220361392,0.8323049801674747,0.08814455707360071,0.04605553107095637,0.6817981489643015,0.6687968267959453,0.17144116350815336,0.4116350815337153,0.377919788453063,0.4023799030409872,0.999338915821948,0.5167474658439841,0.7786780383795309,0.8908315565031983,0.6695095948827292,0.07078891257995736,0.3611940298507463,4538,1.08,14.09,2.48,ultimos departamentos preventa roma norte, mejor opcion roma norte solo departamento zona alta plusvalia departamento roofgarden comun privado captacion reutilizacion aguas pluviales elevador incluimos centro lavado canceles bano zona parques tan solo cuadras hospitales bancos gran oferta restaurantes zona puedes mover ecobici contamos vigilancia horas acabados lujos expertos diseno ofrecerte mejor opcion ultimos departamento disponiblesdepartamento nivel recamaras banos completoscocina integralsala comedorcuarto lavado estacionamiento ph tipo habitablesroofgarden recamaras banos completoscocina integralsala comedorcuarto lavado estacionamiento entrega febrer,09,015,0001,1017,Últimos Deptos En Preventa En Roma Norte,https://departamento.metroscubicos.com/MLM-1374256918-ultimos-deptos-en-preventa-en-roma-norte-_JM#position=5&search_layout=grid&type=item&tracking_id=39973bb9-1060-4348-814d-0040938a3e5b
6,47761.19402985075,2022-03-29,120,0,67,3200000,other,3,1,0,1,2,0,0,1,1,0,1,0,1,0,0,-1,no_emotion,positive,0901500011445,Muy bajo,0.06511350059737156,0.6977299880525687,0.22102747909199522,0.8560334528076463,0.06093189964157706,0.021505376344086023,0.7186379928315412,0.7096774193548387,0.2168458781362007,0.43727598566308246,0.3709677419354839,0.4390681003584229,0.9850657108721624,0.5203106332138591,0.8473019517795637,0.878300803673938,0.7256027554535017,0.040183696900114814,0.5143513203214696,1674,0.9,14.99,2.24,venta departamento nuevo chilpancing,estrene precioso departamento brezo chilpancingo mejor zona roma sur minutos condesa wtc cerquita centro medico dalinde parque espana parque mexico planta baja estricta vigilancia circuito cerrado iluminado sala comedor cocina pisos porcelanato persianas terraza interior recamaras piso laminado closet persianas bano acabados marmol cancel cristal templado roofgarden comun asador elevador estupenda oportunidad inversion aproveche oportunidad bajo precio ,09,015,0001,1445,Venta Departamento Nuevo Chilpancingo,https://departamento.metroscubicos.com/MLM-1334807788-venta-departamento-nuevo-chilpancingo-_JM#position=6&search_layout=grid&type=item&tracking_id=39973bb9-1060-4348-814d-0040938a3e5b
7,70866.14173228346,2022-03-29,18,0,127,9000000,other,3,2,0,2,2,0,0,0,1,0,1,0,0,0,0,0,no_emotion,positive,0901500010998,Muy bajo,0.07679324894514768,0.5831223628691983,0.31772151898734174,0.779746835443038,0.10886075949367088,0.03164556962025317,0.7291139240506329,0.7223628691983123,0.24219409282700421,0.4139240506329114,0.37426160337552744,0.45907172995780593,0.9995780590717299,0.6147679324894515,0.7467398764584763,0.939601921757035,0.6863417982155113,0.07069320521619767,0.3822923816060398,2370,1.02,14.01,2.18,departamento roma norte,garden house habitaciones dos banos completos habitacion principal cuenta walking closet bano completo cuenta dos jardines casa extremo departamento terraza roofgarden compartido vigilancia cctv estacionamientos independientes mejores desarrollos zonas rentables ciudad investe mx,09,015,0001,0998,Departamento - Roma Norte,https://departamento.metroscubicos.com/MLM-1389913588-departamento-roma-norte-_JM#position=7&search_layout=grid&type=item&tracking_id=39973bb9-1060-4348-814d-0040938a3e5b
8,49553.57142857143,2022-03-29,31,0,112,5550000,other,0,2,0,1,2,0,0,0,0,0,0,1,1,0,0,0,no_emotion,negative,0901500011356,Muy bajo,0.06618313689936536,0.6823813841039589,0.22846781504986402,0.8437594439407676,0.055908129344212756,0.04079782411604715,0.6790571169537625,0.658204895738894,0.17437292233303112,0.395889996977939,0.37322453913569054,0.4291326684799033,0.9800543970988214,0.48957388939256574,0.8771604938271605,0.8617283950617284,0.7388888888888889,0.0691358024691358,0.4283950617283951,3309,0.99,14.43,2.28,departamento venta roma sur cuauhtemoc,ref nex apartalo agenda cita descripcion vive roma sur nuevo depa coahuila ubicado alcaldia cuauhtemoc zonas plusvalia cdmx vivienda cuenta ubicada º piso pequeno edificio cuenta amplia estancia cocina equipada independiente acogedoras recamaras banos completos cajon estacionamiento ubicacion excelente ubicacion permitira tener alcance servicios encuentra proximo av insurgentes sur viad pdte miguel aleman valdez circuito bicentenario zona alrededores cuenta sears insurgentes mercado roma parque delta pabellon cuauhtemoc cine tonala prototipo recamaras banos estacionamiento piso elevador si seguridad si precio disponibilidad sujeto cambio previo aviso neximoinmobiliariadigital,09,015,0001,1356,"Departamento En Venta, Roma Sur, Cuauhtemoc",https://departamento.metroscubicos.com/MLM-1384337867-departamento-en-venta-roma-sur-cuauhtemoc-_JM#position=8&search_layout=grid&type=item&tracking_id=39973bb9-1060-4348-814d-0040938a3e5b
9,68781.56493506493,2022-03-29,150,1,154,10592361,houm,3,2,0,2,3,0,0,0,1,1,1,0,0,0,0,0,no_emotion,positive,0901500011017,Muy bajo,0.08483913618334069,0.6921551344204495,0.24085500220361392,0.8323049801674747,0.08814455707360071,0.04605553107095637,0.6817981489643015,0.6687968267959453,0.17144116350815336,0.4116350815337153,0.377919788453063,0.4023799030409872,0.999338915821948,0.5167474658439841,0.7786780383795309,0.8908315565031983,0.6695095948827292,0.07078891257995736,0.3611940298507463,4538,1.08,14.09,2.48,departamento roma norte cuauhtemoc recamaras ,ven houm busca espacio propio vivir vida maximo bienvenido nuevo hogaren houm ayudamos encontrar hogar perfecto usamos tecnologia hacer experiencia comprar rentar vender propiedad simple rapido conoce departamento departamento cuenta superficie construccion recamaras banos excelente distribucion espacios sala comedor area lavado estacionamientos etc conoce desarrollo encuentra departamento ideal hermoso desarrollo conformado departamento estilo moderno estilizado ademas cuenta materiales equipos alta calidad departamento recamaras banos completos closets sala comedor cocina abierta area lavado cajones estacionamiento precios puedes encontrar ademas espacios lujo cada departamento desarrollo cuenta terraza balcon vigilancia circuito cerrado monitoreo horas dia seguridad tranquilidad recuerda houm brindamos asesoria personalizada proceso ayudamos encontrar mejor financiamiento ayuda expertos ofrecemos servicio facil rapido eficiente comienza nueva etapa houm facil rapido contigo ven houm ,09,015,0001,1017,"Departamento En Roma Norte, Cuauhtémoc Con 3 Recámaras, 154 M², Id: 41504",https://departamento.metroscubicos.com/MLM-1323153292-departamento-en-roma-norte-cuauhtemoc-con-3-recamaras-154-m-id-41504-_JM#position=9&search_layout=grid&type=item&tracking_id=39973bb9-1060-4348-814d-0040938a3e5b
10,53000,2022-03-29,55,0,100,5300000,other,4,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,joy,positive,0901500011125,Muy bajo,0.08903554474933426,0.7711010767627648,0.20087993516267222,0.897186523098298,0.049091119601713556,0.050364709968739145,0.6156072710431862,0.6040291767974991,0.03183975917563969,0.3955076994326734,0.37049901586198913,0.3779089961792289,0.9994210952877156,0.408475164987843,0.925453514739229,0.8109410430839002,0.7363945578231292,0.11734693877551021,0.34778911564625853,8637,1.35,12.77,2.64,excelente departamento condominio cine mex,oportunidad departamento ubicado zonas atractivas vivir justo final calle alvaro obregon principal avenida colonia roma conjunto cuenta amenidades gimnasio equipadosalon usos multiples personaspatio interior seguridad hrs cctv estacionamiento techado lugar,09,015,0001,1125,Excelente Depto Condominio Cine México,https://departamento.metroscubicos.com/MLM-1372834295-excelente-depto-condominio-cine-mexico-_JM#position=10&search_layout=grid&type=item&tracking_id=39973bb9-1060-4348-814d-0040938a3e5b
